hru_id_CAMELS,NNash_1,LogNash_1,NNash70_1,NNash30_1,TotQVolError_1,KGE_1,Nash_1,mean_bias_1,mean_absolute_error_1,RMSE_1,NRMSE_1,TS_1,coefOfpers_1,Lat_1,Long_1,Model_1_x,Model_RR,Model_PET_1,NNash_2,LogNash_2,NNash70_2,NNash30_2,TotQVolError_2,KGE_2,Nash_2,mean_bias_2,mean_absolute_error_2,RMSE_2,NRMSE_2,TS_2,coefOfpers_2,Lat_2,Long_2,Model_2,Model_PET_2,gauge_id,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,Folder_CAMELS,outlet_id_CAMELS,RunPET,NCat,SA_analysis,aridity,p_seasonality,frac_snow,Snow10_arid1_5,Lat,Long,N_nexus,Q_Best_Overall,Q_Best_CFE,A_Best1,A_Best2,Model_1_y,CFE,CFE_X,Topmodel
11176400,0.532240081655897,,0.5189458364857386,0.0,-20.89029110448593,0.4650339702417432,0.121148642378049,0.5813120405354092,0.5813120405354092,3.12687606878231,7.437434625811957,0.2700075106400734,-29.48349542204792,37.35550021230932,-121.4526252199104,NOAH_Topmodel,Topmodel,NOAH,0.4411314840292527,,0.43038906584943,0.0,37.5306612186585,0.2580566754546175,-0.2668978211804238,0.8303154578822045,0.8303154578822045,3.754254839885556,5.136490597097743,0.3086904870693594,-42.94311548617307,37.35550021230932,-121.4526252199104,NOAH_Topmodel,NOAH,11176400,37.56132,-121.68384,701.12,78.77162,338.56,336.78,camels_11176400_2806807,2806807,1,44,1,2.20881381268599,-1.25779487608552,0.016307003804813,0,37.35550021230932,-121.45262521991042,18.0,NOAH_CFE,NOAH_CFE,NOAH,PET_4,NOAH,0,0,0
06903400,0.6530208019231912,-0.226232502137045,0.6057497348771672,0.0002567527459503396,12.32567349889043,0.6156886060489715,0.4686552142674,6.434137449618433,6.434137449618433,13.87997086263426,1.715395942862229,0.3634757646019653,-132.8733291088583,40.96521176741403,-93.43096900112644,PET_2_Topmodel,Topmodel,PET_2,0.2799460660225888,-0.1984478380589565,0.3057389210409789,1.707428964209813e-05,48.99108053273446,-0.0318181076130466,-1.572116637350104,11.10858299213048,11.10858299213048,30.53835730978565,2.845379890270638,0.3471185254316379,-647.0536556456573,40.96521176741402,-93.43096900112644,PET_2_Topmodel,PET_2,06903400,40.95189,-93.25985,322.12,4.78235,481.42,483.0,camels_06903400_5124308,5124308,1,62,0,0.87728614066134,0.603861863044363,0.0979262678501136,1,40.965211767414026,-93.43096900112644,26.0,NOAH_CFE,NOAH_CFE,PET_2,PET_4,PET_2,0,0,0
01543000,0.5740720167780895,0.2279418461080254,0.523910386507956,0.009129833296064035,15.08348689489209,0.6235583541494376,0.2580582735727471,8.776599818119827,8.776599818119827,20.69455076601443,1.395538605316371,0.4785088957921491,-135.3945085383787,41.59257850585999,-78.42829361486545,PET_3_Topmodel,Topmodel,PET_3,0.5168131245280986,-0.009029761988227358,0.4908638460722604,0.003442614219211434,13.37678745390365,0.4411639285280331,0.06506461902820526,10.60651335370354,10.60651335370354,23.23067894149792,1.590144602789084,0.4495294433987631,-170.873279991897,41.59257850585999,-78.42829361486545,PET_3_Topmodel,PET_3,01543000,41.4134,-78.19695,543.37,36.53752,705.5,704.47,camels_01543000_8127529,8127529,0,89,0,0.671582210369935,0.171896450036472,0.188056577083995,0,41.59257850585999,-78.42829361486545,37.0,NOAH_CFE,NOAH_CFE,PET_3,PET_4,PET_3,0,0,0
